"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLR058C",46520.1178604,-1.92039091778493,0.0583077829664103,-32.9354130801238,6.84333491041209e-238,3.92807423857654e-236
"YLR069C",2246.52322159587,1.02775027084416,0.056439779200622,18.209679155386,4.32473747278022e-74,6.8437073692066e-73
"YLR070C",651.851393311207,1.02371942582059,0.0824027564900214,12.4233638463849,1.95178810769371e-35,1.65862585625547e-34
"YLR092W",21544.9879758528,-3.99170004318454,0.0890799619593611,-44.8103025123157,0,0
"YLR106C",6034.27502809892,1.05670932550374,0.0872432318466906,12.112221236378,9.09960748539545e-34,7.50064251472413e-33
"YLR111W",62.3162400956658,-2.24062054954015,0.249673904658316,-8.97418796171947,2.85449542393668e-19,1.41137698564888e-18
"YLR130C",22314.1411166064,-1.71869189975721,0.0588166743700254,-29.2211676053739,1.04419039317706e-187,4.45474198818914e-186
"YLR134W",20000.1869358015,-5.12975588202911,0.0793531467786711,-64.6446434737723,0,0
"YLR136C",6848.01828174977,-1.1380476011909,0.198534567791817,-5.73223904455899,9.91134523749239e-09,2.80251830853233e-08
"YLR146W-A",548.873123660988,1.12652015465895,0.086964692356077,12.953764615718,2.23708500243468e-38,2.02363247927973e-37
"YLR179C",38180.2545647354,-1.95040373865189,0.0484297845250949,-40.2728147105681,0,0
"YLR180W",29242.9578423481,-2.80361198726451,0.0647478308103167,-43.30047743959,0,0
"YNCL0032C",30.4559957884825,-1.34697752536313,0.356846492097961,-3.77466937518154,0.000160220018582594,0.000307112688928505
"YLR227W-B",210.098048084166,-1.81196613032484,0.132408143455677,-13.6847030932912,1.25317979116419e-42,1.26804121817479e-41
"YLR237W",35988.0306733697,-1.50610106710593,0.0784763105263024,-19.1917924913295,4.33428749649654e-82,7.3764666449809e-81
"YLR295C",7748.23373602756,1.82047689397855,0.0664418943447756,27.399533260323,2.77786861543203e-165,9.69031073913691e-164
"YLR302C",34.3721527038975,-2.797828650595,0.377498617468949,-7.41149376745767,1.24884668659329e-13,4.68800117666469e-13
"YLR303W",108231.694202733,-5.18941148935327,0.18063094730746,-28.7293598727584,1.64037293806497e-181,6.63930431470656e-180
"YLR308W",240.072130945668,1.15003903929412,0.192912784538156,5.9614454378821,2.50016401439055e-09,7.34234213342416e-09
"YLR327C",22389.4332676311,3.91355128585805,0.0888116320432517,44.0657512515042,0,0
"YLR364W",1291.98528961549,-1.81364510863133,0.100575774338593,-18.0326238655206,1.08040835994227e-72,1.68022127701367e-71
"YLR367W",6264.64153765845,1.36076532658903,0.0548974851934247,24.7873891088915,1.22618873343998e-135,3.44095807241779e-134
"YLR395C",3229.88149142169,2.42015653871659,0.0833730164031889,29.0280553963983,2.91247941349015e-185,1.22595966778512e-183
"YLR420W",4107.25989941277,-1.39272452374741,0.0496564101961216,-28.0472252876667,4.31824753312577e-173,1.6229413645331e-171
"YLR452C",1877.19985587668,-2.15628833565828,0.0636754221049582,-33.8637462364051,2.27777084074554e-251,1.36969953223499e-249
"YLR461W",109.920784774028,-1.24066213086919,0.173552076087907,-7.14864471134746,8.7638830518557e-13,3.12468376981529e-12
"YML128C",12264.8665471757,1.30947201302671,0.0596014708771637,21.9704647176489,5.52008661615881e-107,1.19772601011776e-105
"YML120C",5015.02582561159,1.98473544820626,0.072359645006005,27.4287615430058,1.24526971147047e-165,4.36812942123586e-164
"YML091C",5710.65429173205,1.74894469510011,0.0735332186538983,23.7844164462858,4.84197090702851e-125,1.21801610784773e-123
"YML081C-A",6903.2181524531,1.99726978532696,0.0583055860150772,34.2552047210448,3.6486724469065e-257,2.32704220502704e-255
"YML054C-A",89.1660371611767,-1.02694724660821,0.182654109574725,-5.62236047685571,1.88365687965149e-08,5.22996247434298e-08
"YNCM0008C",27.020795560081,-1.34732139803314,0.332498789623782,-4.05210918078114,5.07579669974215e-05,0.000102719808853115
"YML018C",7205.95000660835,-1.55375836341947,0.0575262412261783,-27.0095582520418,1.14127735635284e-160,3.87420711183432e-159
"YML009C",1917.31606811905,1.01906975559242,0.0554029131006146,18.3937937296138,1.47302671851951e-75,2.37262517875822e-74
"YNCM0013W",81.5943657922661,1.00630281310312,0.19466631232335,5.16937317552717,2.34880466235104e-07,5.92266479156727e-07
"YMR015C",8266.96305400135,1.54440696848938,0.257472071750104,5.99834754112027,1.99335544938647e-09,5.89786612344245e-09
"YMR018W",556.858635671058,-1.14041067437777,0.0897931904786499,-12.70041378749,5.88178913792139e-37,5.12242987818423e-36
"YMR020W",4536.13680166823,-1.0471428068446,0.0615481030377336,-17.0134050468237,6.5328093168168e-65,9.33216244940753e-64
"YMR040W",968.864989914085,1.11644589233339,0.0753367501683047,14.819406064626,1.09750551004125e-49,1.27149537438541e-48
"YMR045C",241.127627713937,-1.79025282298538,0.125881929738308,-14.221682386877,6.72173086090454e-46,7.25487327448739e-45
"YNCM0020W",11.010446248204,-2.19317624692012,0.583856168224647,-3.75636392365091,0.000172399942537846,0.00032906083348971
"YMR058W",16809.8463374554,-2.05799632113916,0.167342391855392,-12.2981170420796,9.27101981721333e-35,7.81362379681732e-34
"YMR062C",16338.9411000974,-2.08731491509993,0.0489298616388093,-42.6593259246896,0,0
"YMR081C",2541.12524948112,1.80699591822606,0.0699348395025658,25.8382793337184,3.29540300621077e-147,1.04035872906074e-145
"YMR094W",1028.30934964104,-1.17387865665185,0.0703317942979167,-16.6905830907632,1.53464602621708e-62,2.129616485612e-61
"YMR095C",1900.32991708494,-1.93881229733613,0.0845303308036138,-22.9362913749918,2.0192699952521e-116,4.7751575842778e-115
"YMR096W",24633.1193167293,-2.52663961250915,0.0964650488020243,-26.1922804568792,3.25392779489948e-151,1.04290863436525e-149
"YMR101C",208.059905853842,1.31500548845275,0.127288287314746,10.3309229481668,5.10668367946143e-25,3.17358275119286e-24
"YMR105C",17553.4506100577,1.87320973221107,0.0933903960663166,20.0578411818803,1.72408242878055e-89,3.18299896354397e-88
"YMR107W",3452.97759800527,1.97896883748032,0.0787675428738364,25.1241661892396,2.70814810038764e-139,7.87983737596662e-138
"YMR110C",3443.49039062441,1.27367848191725,0.0487924209853068,26.1040230469565,3.28186335817053e-150,1.04654975977216e-148
"YMR114C",4138.40687710106,1.56781437941619,0.0476196941977791,32.9236549253041,1.00827107124945e-237,5.73533652600811e-236
"YMR118C",2639.82732674814,2.20733285563933,0.0591602258025104,37.311095853621,1.08451427678107e-304,8.89301706960475e-303
"YMR120C",24585.4556915895,-1.08679372289736,0.0673485093209198,-16.1368638126603,1.40501330686792e-58,1.85203632976284e-57
"YMR145C",1119.33516114219,1.71475694373957,0.0864831774075194,19.8276357916341,1.71933365330058e-87,3.10167791055424e-86
"YMR174C",7282.84025786102,2.92869055260119,0.0585382155027954,50.0304036849455,0,0
"YMR175W",27525.8477364629,6.46153697068028,0.0969195280882735,66.6690923710974,0,0
"YMR175W-A",1267.60342217465,5.49968409292534,0.141392612001596,38.8965449825855,0,0
"YMR189W",10357.3136043357,-2.06880803545868,0.0435834266219948,-47.467769191297,0,0
"YMR191W",3962.06204603788,1.01611014225657,0.0474638780773747,21.4080724840925,1.12364858258259e-101,2.3034795942943e-100
"YMR206W",2666.76009164022,2.57382858379634,0.0566818658595961,45.4083249512613,0,0
"YMR252C",2879.96712904279,1.03401692348936,0.0775643548200235,13.331083922359,1.52663320733773e-40,1.47387799252759e-39
"YMR256C",3109.85762422887,2.71223313310746,0.0844398476067176,32.1202987686549,2.29604494997204e-226,1.21825443816164e-224
"YMR265C",1714.55421588502,-2.61627436467721,0.0731253959885785,-35.7779172243504,2.43572309113645e-280,1.76771903418799e-278
"YMR280C",2296.71396194436,1.48832348492361,0.0674337822415176,22.0708884397601,6.01970660319683e-108,1.31973706571475e-106
"YMR301C",2822.54927178303,-1.26911021505269,0.0674664005682472,-18.810996353198,6.13733831026735e-79,1.01442811756618e-77
"YNL331C",2197.8358313364,-1.55912070268348,0.0675803804675457,-23.0706114984395,9.13636428179822e-118,2.20179404867458e-116
"YNL318C",653.228799645819,1.39697774382065,0.0992672952472113,14.0728901733614,5.57438241052888e-45,5.87590159266767e-44
"YNL311C",2351.09991404763,-1.1546932841861,0.0511930113468234,-22.5556819926702,1.18104657865991e-112,2.73154875372113e-111
"YNL284C-B",299.841327615163,-2.14958966706945,0.117567133817567,-18.2839335898504,1.11115474220691e-74,1.76721184944444e-73
"YNL279W",2082.64980722039,-1.04487262029378,0.0589909917592393,-17.7124097956893,3.36358311466071e-70,5.10520764085762e-69
"YNL277W",16639.9351954221,-3.65843105926928,0.0866953342711748,-42.198707577804,0,0
"YNL254C",11174.842036924,-1.03108848669488,0.0697300873602913,-14.7868520710049,1.78090267709383e-49,2.04820027380154e-48
"YNL234W",1232.0183424081,-1.20761218407767,0.105496464223909,-11.4469446247468,2.43580349470266e-30,1.81792709994711e-29
"YNCN0005C",855.173723479602,2.07068138085121,0.098947555561348,20.927059482206,3.03660413541994e-97,6.04830236941373e-96
"YNL221C",5678.52847803147,-1.34498246073469,0.0549131288592645,-24.4929125088047,1.7577164652159e-132,4.72264755803114e-131
"YNL195C",1322.40795813331,2.7622300038432,0.0744074905875854,37.1230098210579,1.19534069780749e-301,9.67612969994422e-300
"YNL194C",841.551185173567,1.26897043086822,0.08773737323586,14.463282681793,2.06699786543839e-47,2.29771558492571e-46
"YNL191W",2996.79714708507,-1.46047747646486,0.0517838687889447,-28.2033287705351,5.32296128590188e-175,2.04934009507223e-173
"YNL145W",267.527678583755,-1.81859738648627,0.12314405233577,-14.7680488987614,2.35430209320165e-49,2.69783365090294e-48
"YNL144C",4319.08846913349,2.48067474794775,0.0646199486455022,38.3886833701533,2.07507571253324e-322,1.81964377363331e-320
"YNL135C",15926.6416308945,1.01935709826295,0.0486514479026368,20.9522458674391,1.78987947998625e-97,3.57636045463076e-96
"YNL117W",1418.76409567863,1.47073110401126,0.120818461238994,12.1730660110127,4.32524935750256e-34,3.5886497297334e-33
"YNL104C",44843.6880277986,-1.50656607491057,0.0461435153405476,-32.6495730503374,8.12578665910845e-234,4.46141017092267e-232
"YNL097C-B",123.590778670753,-1.08907024487909,0.163981218600509,-6.64143280659648,3.10648365456359e-11,1.01681377889655e-10
"YNL066W",8488.39707249246,-1.01634872122013,0.0649402746327727,-15.6505146762534,3.29543554224835e-55,4.16981563401925e-54
"YNL054W-B",836.097323958119,-1.12328015119781,0.105132869654107,-10.684385909882,1.20443504153534e-26,7.87246672075995e-26
"YNL052W",3224.54675616532,2.98950593500115,0.0954013179541058,31.3361072898311,1.50441900528111e-215,7.5388107931309e-214
"YNL042W-B",63.2103770653641,-1.51725288423355,0.236158870978585,-6.42471264342695,1.3211885515756e-10,4.17935095924266e-10
"YNL034W",137.649143682012,-1.67663137531821,0.179172012642361,-9.35766334592041,8.1519518674003e-21,4.28214842685237e-20
"YNL024C",757.151115293867,-1.21313228707784,0.080976299840718,-14.981325270037,9.72581376403019e-51,1.14782781506704e-49
"YNL018C",248.987841167883,-2.42261027380229,0.142368132049684,-17.0165207544961,6.19437452341334e-65,8.86877114304577e-64
"YNL015W",13279.7679850268,1.08260484437553,0.0563576973067898,19.2095294185326,3.08045615613713e-82,5.25675680266212e-81
"YNR002C",1520.31692322803,1.08114798837353,0.0672717688155477,16.0713477199913,4.05180460888849e-58,5.30769591297135e-57
"YNR014W",2902.16994966384,1.71518354364445,0.0798456796887081,21.4812316750434,2.33239559014481e-102,4.81266201182167e-101
"YNR034W-A",22006.2520231477,3.84688358198353,0.215950635529589,17.8137173458628,5.53112789455019e-71,8.45606332353267e-70
"YNR044W",1926.65954762316,-2.00319194426602,0.0658906251702685,-30.4017747454901,5.20410987754594e-203,2.47058268923497e-201
"YNR068C",1480.75388595531,-1.02982967791934,0.0606006806466833,-16.9936982048684,9.14378555488738e-65,1.29739015715863e-63
"YNR069C",1717.61101452433,-1.43090639012709,0.070504638605583,-20.2952092007997,1.41750142420809e-91,2.67967185402691e-90
"YNR071C",5006.75326378291,3.72518783081108,0.0929612784732379,40.0724677198098,0,0
"YNR072W",525.717355528771,1.63472420243309,0.109144937119058,14.9775541182446,1.02936053645067e-50,1.2125713483488e-49
"YNR073C",6083.42704939865,4.83156633746277,0.0735118595164883,65.7249914400421,0,0
"YOL161C",190.240140886994,1.9345719419653,0.161402897277058,11.9859802680276,4.20836424489758e-33,3.39356473081524e-32
"YOL158C",4791.70901648744,-2.42564365042451,0.054457993283643,-44.5415540339617,0,0
"YOL157C",334.16839535149,1.0978507118131,0.108653954536622,10.1041026669955,5.29783364123958e-24,3.14976663001758e-23
"YOL154W",356296.092776006,-1.07557577561404,0.081994988610077,-13.1175794258463,2.61143416252989e-39,2.42123279033975e-38
"YOL143C",18347.3989691659,-1.31755772798713,0.0569427995217872,-23.1382675079579,1.9082583077449e-118,4.61637661114992e-117
"YOL140W",3630.88287672662,-1.22116496894536,0.0475782421414036,-25.6664583217688,2.76989234537826e-145,8.48985449937782e-144
"YOL119C",5485.24821020346,-1.73784111857738,0.0478809889710909,-36.2950130296314,1.93923194921223e-288,1.45765601515786e-286
"YOL118C",588.657134233087,-1.24855474653506,0.0834950103692172,-14.9536450263784,1.47452412678077e-50,1.7337328373359e-49
"YOL109W",15420.2622381886,1.06235430466037,0.0559067342214142,19.0022600936231,1.63356267981659e-80,2.73589250937983e-79
"YOL107W",670.663270868209,-1.38650494165333,0.0808258373394571,-17.1542292327911,5.84402565583903e-66,8.46311421811184e-65
"YOL104C",467.24574308605,-2.51352313991072,0.133192196237738,-18.8713994581504,1.96037581644381e-79,3.25731918553321e-78
"YOL103W-B",34.1185294044601,-1.24813226228821,0.30149763416046,-4.13977464786321,3.47647161714182e-05,7.14300090811371e-05
"YOL085C",71.5313775686278,-1.00966712180274,0.203570466014664,-4.95979176925401,7.05687827424429e-07,1.71082580672977e-06
"YOL083W",3334.25438121905,1.24758261558035,0.0619076664191056,20.1523121083971,2.56833789818831e-90,4.75556759212932e-89
"YOL077W-A",6007.41235738979,2.18339640762529,0.0807526459711967,27.0380788315478,5.27482622025499e-161,1.80028393268595e-159
"YOL064C",12572.0081269336,-2.67751911420122,0.0709762355578889,-37.7241634915592,1.99554004713747e-311,1.70268106184135e-309
"YOL058W",40563.9030138064,-2.43774615454173,0.0413125610580406,-59.0073840040299,0,0
"YOL055C",22447.8196061323,-2.3679414693478,0.174173266451673,-13.595321013313,4.26883576632879e-42,4.25804566012638e-41
"YOL052C-A",16791.8597361104,3.37483945101001,0.0920307460352733,36.6707822809185,2.13478698361643e-294,1.66407963142643e-292
"YOR031W",4192.94118883893,1.27373730395723,0.065380813522694,19.4818209705376,1.56609129863787e-84,2.70172143704904e-83
"YOR032W-A",93.6822535458173,-1.72669552470036,0.189761857687537,-9.09927603862073,9.09359505900044e-20,4.60440731375531e-19
"YOR047C",2809.42161451655,-1.9219542445843,0.059428472490431,-32.3406300724584,1.87900059986651e-229,1.01401793056044e-227
"YOR049C",2152.43452845764,-1.06610973757249,0.0536286552687995,-19.8794792117925,6.12664545962233e-88,1.11480228910822e-86
"YOR065W",2986.77628295993,1.37915219435324,0.0516717297025264,26.6906527475082,6.0428995356854e-157,1.97693614861749e-155
"YOR092W",9632.83732153443,1.9579360758429,0.0435098606646464,44.9998240843323,0,0
"YOR107W",2152.33795994605,-1.13574116264379,0.101846603161991,-11.1514878982989,7.04188845916896e-29,4.99578468889807e-28
"YOR130C",2596.7121701886,-1.42784783107824,0.0564770044710749,-25.281932787521,5.04801733940554e-141,1.48940100378536e-139
"YOR143C",1918.31667655596,-1.06140460603509,0.0572738870887357,-18.5320860864679,1.13788799618471e-76,1.84694725139081e-75
"YOR177C",850.816647377724,-1.12753048062736,0.0811219540952419,-13.8992026659463,6.40508953536328e-44,6.61509696028943e-43
"YOR178C",5999.99304187648,2.8004651810196,0.0538454329418133,52.0093353886829,0,0
"YOR184W",23801.4364416596,-1.64560383626056,0.0451352133934843,-36.4594229767865,4.87811070171737e-291,3.71089047839078e-289
"YOR186W",830.818129466803,1.42398503780118,0.0825424349428614,17.2515511419903,1.08935094471021e-66,1.58849003808321e-65
"YOR192C",2111.65976778751,-1.37850669923096,0.0705675807157129,-19.5345608457853,5.58240107483762e-85,9.6833187875068e-84
"YOR192C-B",53.9161956446388,-1.39994577081321,0.237463436511936,-5.89541611701067,3.7373833350316e-09,1.08545714707404e-08
"YOR202W",365529.767138796,-1.34900304441269,0.0963787134783141,-13.9968982333036,1.62823427622282e-44,1.70492060034343e-43
"YOR214C",673.604307184088,1.44894003658918,0.108184155753861,13.3932739641263,6.61971262095542e-41,6.44019499055663e-40
"YOR215C",3507.49655428483,1.40973957519644,0.0562878955792477,25.045163985775,1.97104381712004e-138,5.68272632935887e-137
"YOR222W",4691.52623561975,-1.70045634553749,0.0485986096225823,-34.9898147034094,3.21418854421664e-268,2.11399859043582e-266
"YOR226C",5039.85716420688,-1.07312404398004,0.0603618015312408,-17.7781977468754,1.042785463784e-70,1.59037377254401e-69
"YOR255W",394.143207622292,1.1177168271165,0.153128950849892,7.29918686775417,2.89512000082281e-13,1.06339660763207e-12
"YNCO0029C",42.8339890471407,1.22351698347069,0.284189169723521,4.30529067895519,1.66766613228986e-05,3.52870105873934e-05
"YOR302W",2321.95917494794,-1.4109632730678,0.0694521338882151,-20.3156216242222,9.35581116633725e-92,1.78467044423726e-90
"YOR303W",35695.1762488443,-1.31367747228089,0.0465106944739149,-28.2446324902256,1.65667837915948e-175,6.41734189325947e-174
"YOR337W",3943.06872842429,-1.47614022523139,0.0689645411305257,-21.4043362144262,1.21742039934715e-101,2.48763508138444e-100
"YOR356W",1996.87949327124,1.35507572172079,0.0810369179538977,16.7217085241531,9.10704984520335e-63,1.2665619542426e-61
"YOR382W",20312.5762265265,-1.95920492906928,0.173022893120755,-11.3233855574356,1.005136512759e-29,7.34476870534372e-29
"YOR383C",53000.5925841012,-2.59847533771916,0.19885727994723,-13.0670365118577,5.08065239854825e-39,4.67627394233727e-38
"YOR384W",3266.05356413558,-1.06592712808789,0.0534186374335145,-19.954217840441,1.37761751584953e-88,2.53594081489035e-87
"YOR387C",46510.892067924,-5.30914193360539,0.311326585406219,-17.053288034101,3.30412182663364e-65,4.74141482121927e-64
"YOR388C",56.2343018444746,-1.59475207941041,0.254443490661155,-6.26760808565607,3.66636128568675e-10,1.12923927599152e-09
"YPL275W",24.0911191676507,-1.43009602490297,0.361202555385647,-3.95926330968531,7.51813121343375e-05,0.000149322052474428
"YPL274W",20166.2723535981,-1.91408888387569,0.0496582251846448,-38.5452536162642,0,0
"YPL271W",8409.6504636898,2.19581151373139,0.0817877779445706,26.8476729520582,8.97915016529852e-159,2.99970127744417e-157
"YPL264C",1734.67936578623,-1.99927473889785,0.0598087561216052,-33.4277933290044,5.41185756012545e-245,3.13490537932405e-243
"YPL258C",3233.59196921121,-1.32722819257724,0.103297575944826,-12.8485899154705,8.75923318892981e-38,7.83368248653014e-37
"YNCP0001C",27.2285031769093,-1.42417938891658,0.34938578214661,-4.07623739056148,4.57702926688237e-05,9.30736321774405e-05
"YPL250C",25413.184273585,-3.36197633420148,0.0682811467320437,-49.2372564771783,0,0
"YPL230W",2902.75876550778,1.48070400995095,0.0730517968772966,20.2692346149685,2.40366001302492e-91,4.516877774476e-90
"YPL223C",15090.0986442839,5.12504594267174,0.110670645016672,46.3089913490579,0,0
"YPL214C",6894.90653366851,-1.31198324624831,0.0570817610326278,-22.9842811874425,6.69512098679555e-117,1.589210297392e-115
"YPL201C",231.702550226554,2.43978179983703,0.14344696938379,17.0082491830792,7.13379683441929e-65,1.01676734114048e-63
"YPL200W",68.3232957162273,2.37142076614598,0.242073332121472,9.79629084031446,1.16795923785366e-22,6.57263335811768e-22
"YPL189C-A",615.791182496176,1.30044279056175,0.0878395974883897,14.8047444176146,1.36504899965327e-49,1.57855666370161e-48
"YPL188W",2855.1400825911,-1.31722624277253,0.0532424849076474,-24.7401345947197,3.95908264497703e-135,1.10609061152146e-133
"YPL186C",4378.64192249182,2.28082769076093,0.0695692070058301,32.7850178106786,9.62818112232451e-236,5.37985270852716e-234
"YPL171C",659.466770355705,2.08056691355385,0.0884507872565691,23.5223108587915,2.41159247773303e-122,5.97129211937504e-121
"YPL147W",1018.83926517738,1.03576664242052,0.0741162338762373,13.9748957583313,2.21838180085665e-44,2.31901700175643e-43
"YPL134C",3116.73385709101,1.94921013266986,0.0758785821468623,25.688541845671,1.56972637896929e-145,4.88239032355274e-144
"YPL130W",604.778548118983,1.78786733628613,0.108141976317603,16.5325935142459,2.13745446463616e-61,2.90234139563714e-60
"YPL078C",14970.8018726731,1.35380371649881,0.0515996726167308,26.2366725958616,1.01456262208863e-151,3.26834101829982e-150
"YPL061W",25449.344865053,1.49094761313467,0.060142995167955,24.7900459391997,1.1479118613461e-135,3.23567655916931e-134
"YPL058C",2275.31472704572,-1.03588308326238,0.0549742455267467,-18.8430613887805,3.35016010023973e-79,5.55194511100096e-78
"YPL057C",5887.72097502071,1.57668963143962,0.0508796251851382,30.9886251265107,7.67187310967129e-211,3.75505479181896e-209
"YPL054W",3617.89027131363,1.5922950156912,0.0646146105613532,24.6429561651428,4.37906726824513e-134,1.20214916224782e-132
"YPL036W",5847.84930252514,1.31142077660538,0.0667798689093353,19.6379657226619,7.32751642293497e-86,1.28874481042929e-84
"YPR010C-A",5577.84279027884,2.51693019368052,0.103445095023316,24.331073340048,9.19678997232983e-131,2.40948265084193e-129
"YPR020W",2709.35100741879,1.75094090890962,0.0803345460026165,21.795615909158,2.55334446723699e-105,5.48361121297086e-104
"YPR027C",1125.44252901738,1.01346572256741,0.0693298666705965,14.6180249759117,2.15563304226927e-48,2.42182687346765e-47
"YPR030W",5508.91167900383,3.14398084707458,0.0715136769174192,43.963350544891,0,0
"YPR037C",1793.1601598463,1.20526368848094,0.0628472939172127,19.1776544916733,5.68893943380025e-82,9.6559041895201e-81
"YPR061C",658.448472823951,1.08079516043283,0.12760915352691,8.46957393385509,2.46292249025802e-17,1.11157202312288e-16
"YPR064W",253.469323718299,-1.71255710723402,0.146163590136778,-11.7167148510203,1.0465200787155e-31,8.16777228307745e-31
"YPR121W",8639.8529696403,-3.31412090177913,0.0740836737814293,-44.7348347161732,0,0
"YPR145W",25073.2238132007,-1.39683357552344,0.0586963002972116,-23.7976425848053,3.53284825155179e-125,8.9225615441192e-124
"YPR151C",146.086585926347,1.42598931380774,0.150299959710918,9.48762272824586,2.36363005060901e-21,1.26367147667614e-20
"YPR158W-B",37.4776701457252,-1.59232117877233,0.304320872955844,-5.23237582524734,1.67345069144883e-07,4.29519010805199e-07
"YPR158C-D",86.4316807059974,-1.60741583131057,0.208665107974699,-7.7033282991686,1.32567193599713e-14,5.2412602403794e-14
"YPR167C",8850.64431060929,-3.72456558854475,0.0812033170595232,-45.8671606458463,0,0
"YPR168W",1254.18970546764,-1.31124720080215,0.0712081217111669,-18.4142927701535,1.00898683705873e-75,1.62934600746517e-74
"YPR184W",7815.85103276134,1.55001464014161,0.0543331341524262,28.5279813933281,5.26967511704859e-179,2.0795455430653e-177
"YPR191W",6905.35321954418,1.7990701246585,0.064244369461257,28.0035455207236,1.47102803732977e-172,5.49590001639065e-171
"YPR192W",1416.66253779913,1.90930803279489,0.213099293758804,8.9597107485299,3.25531215690509e-19,1.6045309101248e-18
"Q0020",18.956172067054,1.6699498918611,0.431316133610455,3.87175382910513,0.000108055053306201,0.000210769109229333
"Q0055",19.8427014698406,2.41702026629374,0.44298007633131,5.45627308187563,4.86231956984421e-08,1.29977501117681e-07
"Q0105",22.706732609443,2.2582850717218,0.472274191867144,4.78172449524213,1.73797766091778e-06,4.04780190004974e-06
"Q0120",34.0023845034254,2.00590300635166,0.332222619674869,6.03782791284574,1.56202514445459e-09,4.65657543063565e-09
"Q0158",173.616921513824,2.39045084207406,0.162516014863308,14.7090171026201,5.64209599521766e-49,6.39572605274764e-48
"gh1_1_CDS",78124.9037779694,1.16421120261496,0.0749268956696202,15.5379612649159,1.91994667511033e-54,2.40050362507854e-53
